main_category_en,additives_n,ingredients_from_palm_oil_n,energy_100g,fat_100g,saturated-fat_100g,carbohydrates_100g,sugars_100g,fiber_100g,proteins_100g,sodium_100g
Plant-based foods and beverages,0.0,0.0,1483.0,3.0,0.7,64.0,3.0,10.0,12.0,0.000787401574803
fr:Sarrasin,0.0,0.0,1671.0,4.4,0.7,73.3,3.0,4.5,13.3,0.000787401574803
Plant-based foods and beverages,0.0,0.0,1533.0,6.9,0.6,56.0,1.2,11.0,14.0,0.0
Plant-based foods and beverages,0.0,0.0,1350.0,1.8,0.0,45.0,3.0,17.0,23.0,0.00787401574803
Plant-based foods and beverages,0.0,0.0,1308.0,0.6,0.2,50.0,0.5,12.0,20.0,0.00394
Plant-based foods and beverages,0.0,0.0,1512.0,1.2,0.2,74.5,0.6,4.5,9.7,0.0102362204724
Plant-based foods and beverages,0.0,0.0,1455.9,1.3,0.3,75.4,0.8,3.0,6.0,0.0
Plant-based foods and beverages,0.0,0.0,1496.0,3.5,0.5,70.0,0.64,4.0,8.5,0.0314960629921
Plant-based foods and beverages,0.0,0.0,1454.0,2.2,0.5,64.0,1.7,8.8,13.0,0.0
Plant-based foods and beverages,0.0,0.0,1452.3,2.2,0.5,64.0,1.7,8.8,12.5,0.00354330708661
Plant-based foods and beverages,0.0,0.0,1487.0,1.5,0.4,70.0,2.5,3.7,12.0,0.0
Plant-based foods and beverages,0.0,0.0,1449.4,1.7,0.4,67.3,4.1,4.8,12.0,0.00236220472441
Plant-based foods and beverages,0.0,0.0,1422.0,3.4,0.6,64.8,24.9,12.6,5.8,0.0
fr:Levure,0.0,0.0,1345.6,4.8,1.6,9.0,9.0,27.0,47.0,0.196850393701
fr:Proteines-de-soja,0.0,0.0,1449.0,6.8,1.0,10.8,10.5,19.4,50.5,0.011811023622
Plant-based foods and beverages,0.0,0.0,1565.0,1.0,0.2,80.0,5.0,4.0,8.0,0.0
Plant-based foods and beverages,0.0,0.0,2147.0,41.6,4.5,8.6,3.0,19.5,18.0,0.0314960629921
Plant-based foods and beverages,0.0,0.0,2259.0,41.6,7.4,0.7,0.1,11.3,35.0,0.00787401574803
Plant-based foods and beverages,0.0,0.0,1521.6,6.2,1.6,54.2,2.5,11.5,16.4,0.0
Plant-based foods and beverages,0.0,0.0,1856.4,31.4,12.2,3.8,0.0,33.7,21.2,0.00393700787402
Sugary snacks,3.0,0.0,2093.0,26.8,16.9,55.9,28.9,5.2,6.9,0.192913385827
Sugary snacks,4.0,0.0,2092.0,25.1,12.8,59.0,28.2,4.0,7.6,0.166
Plant-based foods and beverages,0.0,0.0,1516.0,1.5,0.3,73.0,3.0,3.0,11.5,0.00393700787402
Plant-based foods and beverages,0.0,0.0,1471.0,1.8,0.5,69.0,2.5,5.5,11.0,0.00393700787402
Plant-based foods and beverages,0.0,0.0,1427.0,3.0,0.8,55.0,3.5,15.7,15.0,0.00787401574803
Sweeteners,2.0,0.0,1501.25,1.44,0.0,88.5,83.16,0.0,0.47,0.003
Sweeteners,2.0,0.0,1505.0,0.0,0.0,90.0,90.0,0.0,0.0,0.003
Sweeteners,3.0,0.0,1442.0,0.05,0.05,85.89,82.6,0.46,0.09,0.0022
Plant-based foods and beverages,2.0,0.0,6.6,0.15,0.15,98.8,0.0,0.0,0.0,0.0
Sweeteners,2.0,0.0,284.76,1.44,0.15,95.83,65.0,0.0,0.42,0.26
Sweeteners,1.0,0.0,1572.0,0.0,0.0,93.87,2.93,0.0,0.0,0.00200787401575
Fresh foods,6.0,0.0,178.0,0.1,0.1,5.2,4.9,0.3,4.0,0.0669291338583
Dairies,3.0,0.0,442.0,2.8,1.9,14.9,14.5,0.1,4.5,0.0472
Fresh foods,0.0,0.0,327.0,3.2,2.2,5.4,5.4,0.0,6.9,0.08
Fresh foods,3.0,0.0,557.0,7.9,5.3,11.8,10.5,0.1,2.6,0.04
Dairies,1.0,0.0,398.0,2.3,1.6,12.3,11.9,0.1,3.3,0.0472
Fresh foods,1.0,0.0,400.0,2.3,1.6,12.3,11.9,0.1,5.3,0.0472440944882
Fresh foods,0.0,0.0,331.0,1.3,0.9,12.3,12.0,0.1,2.8,0.04
Fresh foods,0.0,0.0,504.0,9.9,6.6,3.8,2.8,0.1,3.1,0.05
Fresh foods,2.0,0.0,593.0,8.6,5.8,12.5,11.4,0.1,2.7,0.06
Fresh foods,2.0,0.0,602.0,9.8,6.7,10.1,9.1,0.1,2.9,0.05
Plant-based foods and beverages,2.0,0.0,673.0,7.8,5.2,19.2,18.1,0.3,2.5,0.04
Fresh foods,5.0,0.0,631.0,7.9,5.3,16.2,14.7,0.1,2.5,0.0629921259843
Fresh foods,0.0,0.0,504.0,9.9,6.6,3.8,2.8,0.1,3.1,0.05
Fresh foods,0.0,0.0,328.0,0.9,0.6,12.2,12.1,0.1,3.4,0.05
Fresh foods,0.0,0.0,323.0,1.3,0.9,12.3,12.0,0.1,2.8,0.11
Fresh foods,0.0,0.0,323.0,1.3,0.9,12.3,12.0,0.1,2.8,0.11
Dairies,0.0,0.0,329.0,1.3,0.3,12.3,12.0,0.1,2.8,0.04
Fresh foods,0.0,0.0,323.0,1.3,0.9,12.3,12.0,0.1,2.8,0.0433070866142
Fresh foods,1.0,0.0,400.0,2.3,1.6,12.3,11.9,0.1,5.3,0.0472440944882
Fresh foods,2.0,0.0,602.0,9.8,6.7,10.1,9.1,0.1,2.9,0.05
Fresh foods,3.0,0.0,417.0,1.1,0.7,17.8,14.5,1.5,3.6,0.0748031496063
Dairies,0.0,0.0,219.0,0.1,0.06,5.5,5.5,0.0,7.3,0.08
Dairies,0.0,0.0,218.0,0.1,0.04,5.0,5.0,0.1,7.4,0.0591
Fresh foods,4.0,0.0,334.0,2.56,1.76,10.8,10.5,0.16,2.56,0.04
Fresh foods,6.0,0.0,177.0,0.1,0.1,5.0,4.6,0.4,4.0,0.0708661417323
Fresh foods,5.0,0.0,407.0,2.7,1.8,13.7,13.2,0.4,3.2,0.06
Fresh foods,3.0,0.0,386.0,2.6,1.7,12.8,12.5,0.3,3.2,0.06
Fresh foods,4.0,0.0,416.0,2.6,1.7,14.5,14.0,0.4,3.2,0.06
Fresh foods,3.0,0.0,393.0,2.6,1.7,13.1,12.7,0.3,3.2,0.06
Fresh foods,7.0,0.0,402.0,2.6,1.7,13.7,13.2,0.3,3.2,0.06
Dairies,3.0,0.0,401.0,2.6,1.7,13.6,13.2,0.3,3.2,0.0551181102362
Fresh foods,6.0,0.0,176.0,0.1,0.1,5.2,4.9,0.3,4.0,0.0669291338583
Dairies,0.0,0.0,322.0,1.3,0.9,12.3,12.1,0.1,2.8,0.05
Dairies,0.0,0.0,500.0,9.9,6.6,3.7,2.7,0.1,3.1,0.0472440944882
Dairies,0.0,0.0,410.0,3.0,2.0,13.4,13.2,0.1,3.2,0.0511811023622
Fresh foods,3.0,0.0,536.0,7.0,4.7,12.8,11.2,0.5,2.4,0.0393700787402
Fresh foods,1.0,0.0,489.0,5.4,3.6,13.5,13.2,0.3,2.5,0.0393700787402
Fresh foods,3.0,0.0,505.0,3.2,2.0,17.3,15.6,1.6,4.6,0.0826771653543
Dairies,3.0,0.0,442.0,2.8,1.9,14.9,14.5,0.1,4.9,0.0472440944882
Fresh foods,0.0,0.0,323.0,1.3,0.9,12.3,12.0,0.1,2.8,0.0433070866142
Fresh foods,0.0,0.0,303.0,1.3,0.9,11.2,10.9,0.1,2.8,0.0472440944882
Fresh foods,0.0,0.0,324.0,1.3,0.9,12.4,12.0,0.1,2.8,0.0433070866142
Dairies,0.0,0.0,323.0,1.3,0.9,12.3,12.0,0.1,2.8,0.0433070866142
Fresh foods,1.0,0.0,390.0,2.2,1.4,14.1,12.7,0.1,4.0,0.0629921259843
Dairies,0.0,0.0,324.0,1.3,0.9,12.4,12.0,0.09,2.8,0.0433070866142
Dairies,0.0,0.0,303.0,1.3,0.9,11.2,10.9,0.1,2.8,0.0472440944882
Fresh foods,0.0,0.0,324.0,1.3,0.9,12.4,12.0,0.1,2.8,0.0433070866142
Fresh foods,0.0,0.0,324.0,1.3,0.9,12.4,12.0,0.1,2.8,0.0433070866142
Fresh foods,0.0,0.0,323.0,1.3,0.9,12.3,12.0,0.1,2.8,0.0433070866142
Dairies,0.0,0.0,303.0,1.3,0.9,11.2,10.9,0.1,2.8,0.0472440944882
Dairies,0.0,0.0,323.0,1.3,0.9,12.3,12.0,0.1,2.8,0.0433070866142
Fresh foods,3.0,0.0,419.0,3.0,2.1,13.8,13.4,0.2,3.2,0.0511811023622
Fresh foods,2.0,0.0,415.0,2.6,1.8,14.5,14.0,0.4,3.2,0.0511811023622
Fresh foods,2.0,0.0,403.0,2.6,1.7,13.8,13.2,0.3,3.2,0.0511811023622
Fresh foods,2.0,0.0,387.0,2.6,1.7,12.9,12.6,0.2,3.2,0.0590551181102
Fresh foods,3.0,0.0,409.0,2.7,1.7,14.0,13.6,0.4,3.2,0.0590551181102
Fresh foods,3.0,0.0,403.0,2.7,1.8,13.5,13.2,0.3,3.2,0.0590551181102
Fresh foods,2.0,0.0,407.0,2.6,1.8,14.0,13.6,0.3,3.2,0.0511811023622
Dairies,3.0,0.0,505.0,3.2,2.0,17.3,15.6,1.6,4.6,0.0826771653543
Dairies,2.0,0.0,397.0,2.6,1.8,13.3,12.9,0.2,3.2,0.0511811023622
Fresh foods,0.0,0.0,540.0,8.7,5.8,9.2,7.9,0.1,2.8,0.0433070866142
Fresh foods,0.0,0.0,327.0,2.5,1.7,3.5,3.5,0.1,9.2,0.0551181102362
Dairies,2.0,0.0,421.0,2.0,1.3,12.1,11.4,0.2,7.4,0.0433070866142
Fresh foods,3.0,0.0,437.0,2.0,1.3,12.8,12.4,0.5,7.4,0.0590551181102
Fresh foods,1.0,0.0,354.0,0.1,0.1,11.8,11.4,0.2,7.8,0.0472440944882
Fresh foods,2.0,0.0,357.0,0.1,0.1,11.9,11.4,0.5,7.7,0.0511811023622
Fresh foods,3.0,0.0,403.0,2.7,1.8,13.5,13.2,0.3,3.2,0.0590551181102
Dairies,0.0,0.0,1205.0,30.2,20.2,2.9,2.9,0.0,2.3,0.0354330708661
Fresh foods,0.0,0.0,240.0,0.1,0.1,4.2,4.2,0.1,9.7,0.0551181102362
Fresh foods,0.0,0.0,363.0,3.8,2.6,4.1,4.1,0.1,9.0,0.0511811023622
Dairies,0.0,0.0,78.0,3.2,2.2,5.0,5.0,0.1,6.9,0.15
Fresh foods,0.0,0.0,326.0,3.2,2.2,5.0,5.0,0.1,6.9,0.0590551181102
Dairies,0.0,0.0,326.0,3.2,2.2,5.0,5.0,0.1,6.9,0.0590551181102
Dairies,7.0,0.0,208.0,0.1,0.1,5.9,5.0,0.4,5.6,0.0590551181102
Fresh foods,3.0,0.0,488.0,2.8,1.8,17.3,15.5,1.5,4.5,0.0787401574803
Dairies,13.0,0.0,292.0,0.6,0.5,12.7,11.0,0.1,3.1,0.0748031496063
Dairies,6.0,0.0,178.0,0.1,0.1,5.3,4.8,0.3,3.9,0.0748031496063
Dairies,2.0,0.0,456.0,2.0,1.4,13.9,13.2,0.1,7.4,0.0748031496063
Fresh foods,0.0,0.0,352.0,1.9,1.3,12.2,12.0,0.1,3.4,0.0511811023622
Fresh foods,5.0,0.0,186.0,0.1,0.1,5.6,5.0,0.4,4.0,0.0669291338583
Fresh foods,4.0,0.0,177.0,0.1,0.1,5.2,4.9,0.2,4.0,0.0629921259843
Dairies,6.0,0.0,177.0,0.1,0.1,5.0,4.6,0.4,4.0,0.0708661417323
Dairies,4.0,0.0,177.0,0.1,0.1,5.0,4.6,0.4,4.0,0.0708661417323
Fresh foods,6.0,0.0,178.0,0.1,0.1,5.2,4.9,0.3,4.0,0.0669291338583
Fresh foods,5.0,0.0,536.0,7.0,4.7,12.8,11.2,0.5,2.4,0.1
Fresh foods,5.0,0.0,510.0,6.6,4.4,12.6,11.2,0.2,2.3,0.0433070866142
Fresh foods,2.0,0.0,592.0,8.6,5.8,12.4,11.4,0.1,2.8,0.0551181102362
Fresh foods,0.0,0.0,502.0,9.9,6.6,3.7,2.7,0.1,3.1,0.0472440944882
Dairies,5.0,0.0,593.0,7.8,5.2,14.5,13.0,0.1,2.5,0.0551181102362
Dairies,2.0,0.0,571.0,7.9,5.3,13.1,11.7,0.1,2.5,0.0393700787402
Dairies,0.0,0.0,481.0,9.3,6.2,3.7,2.8,0.1,3.2,0.0511811023622
Fresh foods,2.0,0.0,573.0,7.9,5.3,13.1,11.7,0.1,2.5,0.0393700787402
Dairies,2.0,0.0,580.0,9.3,6.3,10.1,9.1,0.1,2.9,0.0472440944882
Dairies,2.0,0.0,421.0,2.0,1.3,12.1,11.4,0.2,7.4,0.0472440944882
Fresh foods,3.0,0.0,400.0,0.4,0.3,14.0,13.2,0.1,7.7,0.0590551181102
Fresh foods,2.0,0.0,391.0,0.1,0.1,14.1,13.4,0.1,7.7,0.0472440944882
Fresh foods,2.0,0.0,395.0,2.2,1.4,14.0,12.8,0.8,4.0,0.0511811023622
Dairies,0.0,0.0,303.0,1.3,0.9,11.2,10.9,0.1,2.8,0.0472440944882
Fresh foods,0.0,0.0,305.0,1.3,0.9,11.3,11.0,0.1,2.8,0.0472440944882
Dairies,0.0,0.0,303.0,1.3,0.9,11.2,11.0,0.1,2.8,0.0472440944882
Fresh foods,0.0,0.0,303.0,1.3,0.9,11.2,10.9,0.1,2.8,0.0472440944882
Fresh foods,3.0,0.0,376.0,1.9,1.3,13.7,12.6,0.6,3.9,0.0551181102362
Fresh foods,3.0,0.0,382.0,0.1,0.1,13.5,13.1,0.2,7.7,0.0511811023622
Fresh foods,3.0,0.0,359.0,0.1,0.1,12.2,11.7,0.2,7.7,0.0433070866142
Fresh foods,2.0,0.0,362.0,0.1,0.1,12.4,12.0,0.1,7.7,0.0472440944882
Dairies,5.0,0.0,360.0,0.1,0.1,12.1,11.6,0.2,7.8,0.0551181102362
Fresh foods,1.0,0.0,411.0,1.1,0.9,13.0,12.1,0.1,7.8,0.0472440944882
Fresh foods,4.0,0.0,510.0,2.8,1.9,15.6,15.0,0.1,7.3,0.0708661417323
Dairies,0.0,0.0,303.0,1.3,0.9,11.2,10.9,0.1,2.8,0.0472440944882
Fresh foods,3.0,0.0,422.0,2.0,1.4,11.9,11.3,0.5,7.5,0.0629921259843
Fresh foods,5.0,0.0,428.0,2.8,1.9,13.0,12.4,0.1,5.8,0.0472440944882
Fresh foods,4.0,0.0,428.0,2.8,1.9,13.0,12.4,0.1,5.8,0.0472440944882
Fresh foods,10.0,0.0,446.0,2.5,1.6,16.9,16.7,0.2,2.8,0.0393700787402
Fresh foods,5.0,0.0,392.0,2.5,1.7,13.3,12.9,0.3,3.1,0.0472440944882
Fresh foods,3.0,0.0,397.0,2.8,1.9,12.6,12.2,0.1,3.3,0.0511811023622
Fresh foods,5.0,0.0,177.0,0.1,0.1,5.0,4.6,0.4,4.0,0.0708661417323
Fresh foods,3.0,0.0,402.0,2.7,1.7,13.6,13.2,0.3,3.2,0.0551181102362
Dairies,1.0,0.0,568.0,7.5,5.0,13.7,12.2,0.1,2.5,0.0393700787402
Dairies,9.0,0.0,440.0,2.5,1.6,16.7,16.2,0.3,2.8,0.0472440944882
Dairies,5.0,0.0,431.0,2.5,1.6,16.0,15.4,0.5,2.8,0.0433070866142
Dairies,1.0,0.0,424.0,3.2,2.2,13.8,13.3,0.2,3.1,0.0551181102362
Dairies,1.0,0.0,417.0,3.3,2.2,13.4,12.9,0.2,3.1,0.0551181102362
Dairies,3.0,0.0,430.0,1.6,0.2,12.5,11.9,0.6,8.1,0.0472440944882
Dairies,2.0,0.0,471.0,2.5,0.4,12.9,12.1,0.7,8.1,0.0433070866142
Dairies,4.0,0.0,381.0,0.5,0.0714,12.0,10.8,0.5,8.07,0.0478
Dairies,2.0,0.0,464.0,1.6,0.2,14.5,13.8,0.6,8.1,0.0433070866142
Dairies,2.0,0.0,407.0,2.6,1.8,14.0,13.6,0.3,3.2,0.0511811023622
Dairies,2.0,0.0,407.0,2.6,1.8,14.0,13.6,0.3,3.2,0.0511811023622
Dairies,5.0,0.0,335.0,1.5,1.0,11.4,9.1,1.2,4.5,0.110236220472
Dairies,6.0,0.0,241.0,0.1,0.1,5.1,4.7,0.3,7.8,0.0511811023622
Dairies,6.0,0.0,244.0,0.1,0.1,5.4,4.7,0.3,7.8,0.0511811023622
Dairies,6.0,0.0,244.0,0.1,0.1,5.2,4.6,0.2,7.8,0.0669291338583
Dairies,5.0,0.0,216.0,0.2,0.1,7.4,6.9,0.2,4.1,0.0708661417323
Dairies,6.0,0.0,247.0,0.1,0.1,9.5,9.1,0.3,3.9,0.0590551181102
Fresh foods,0.0,0.0,324.0,1.3,0.9,12.4,12.0,0.1,2.8,0.0433070866142
Fresh foods,0.0,0.0,318.0,1.3,0.9,12.3,12.0,0.1,2.8,0.0433070866142
Dairies,4.0,0.0,390.0,2.2,1.3,14.1,13.7,0.12,4.1,0.09
Dairies,5.0,0.0,397.0,2.2,1.3,14.7,14.3,0.1,4.0,0.08
Fresh foods,1.0,0.0,1250.0,22.0,15.0,0.0,0.0,0.0,27.5,0.5
Sugary snacks,6.0,0.0,984.0,0.0,0.0,98.1,0.0,0.8,0.5,0.0
Plant-based foods and beverages,1.0,0.0,628.0,0.2,0.0,36.2,28.0,3.0,0.9,0.0
Plant-based foods and beverages,1.0,0.0,585.0,0.5,0.5,32.3,29.5,2.3,0.5,0.0196850393701
fr:Puree-de-fruit,0.0,0.0,38.0,0.1,0.01,10.2,7.2,2.0,0.4,0.1
Fruit juices,0.0,0.0,175.0,0.0,0.0,8.9,7.9,1.3,0.8,0.011811023622
Fruit juices,0.0,0.0,174.0,0.0,0.0,8.8,8.0,1.32,0.8,0.0126
Fruit juices,0.0,0.0,182.0,0.2,0.1,9.2,8.5,1.0,0.6,0.011811023622
Desserts,4.0,0.0,347.0,0.5,0.5,20.0,20.0,0.2,0.5,0.00196850393701
Farming products,0.0,0.0,602.0,10.3,2.7,0.7,0.7,0.5,12.3,0.125984251969
Sugary snacks,10.0,0.0,1858.0,20.2,8.4,58.6,27.7,1.8,6.2,0.326771653543
Plant-based foods and beverages,2.0,0.0,79.0,0.4,0.0,0.6,0.0,2.1,2.2,0.275590551181
Plant-based foods and beverages,2.0,0.0,79.0,0.4,0.0,0.6,0.0,2.1,2.2,0.28
Plant-based foods and beverages,2.0,0.0,79.0,0.4,0.0,0.6,0.0,2.1,2.2,0.275590551181
Plant-based foods and beverages,1.0,0.0,79.0,0.4,0.0,0.6,0.0,2.1,2.2,0.276
Plant-based foods and beverages,0.0,0.0,82.0,0.4,0.1,0.9,0.3,2.2,2.2,0.228346456693
Salty snacks,2.0,0.0,894.0,21.9,2.1,1.1,0.0,1.9,2.9,0.433070866142
Canned foods,0.0,0.0,223.0,3.5,0.2,1.5,0.8,3.2,2.5,0.275590551181
Plant-based foods and beverages,2.0,0.0,79.0,0.4,0.0,0.6,0.0,2.1,2.2,0.275590551181
Plant-based foods and beverages,2.0,0.0,79.0,0.4,0.0,0.6,0.0,2.1,2.2,0.28
Plant-based foods and beverages,2.0,0.0,79.0,0.4,0.0,0.6,0.0,2.1,2.2,0.28
Plant-based foods and beverages,2.0,0.0,79.0,0.4,0.0,0.6,0.0,2.1,2.2,0.28
Plant-based foods and beverages,0.0,0.0,82.0,0.4,0.1,0.9,0.3,2.2,2.2,0.228346456693
Plant-based foods and beverages,2.0,0.0,79.0,0.4,0.0,0.6,0.0,2.1,2.2,0.276
Frozen foods,1.0,0.0,823.0,7.8,0.9,17.5,1.0,1.5,13.2,0.315
Sugary snacks,3.0,0.0,1910.0,15.0,8.8,70.0,23.0,1.6,8.9,0.271653543307
Groceries,2.0,0.0,764.0,6.6,0.4,15.5,5.7,14.4,8.3,2.39763779528
Groceries,2.0,0.0,679.0,10.5,0.8,6.0,1.5,3.0,8.0,2.48031496063
Groceries,6.0,0.0,1697.0,39.3,2.9,12.8,8.5,0.0,1.5,0.7
Fresh foods,0.0,0.0,1674.0,32.0,21.0,0.0,0.0,0.0,28.0,0.2
Plant-based foods and beverages,0.0,0.0,2820.0,63.0,5.22,5.62,3.31,8.22,16.4,0.00997
Groceries,0.0,0.0,155.0,0.4,0.1,4.7,3.0,2.0,3.7,0.12
Meals,0.0,0.0,387.0,7.2,1.0,5.3,5.2,1.2,1.5,0.197
Crêpes and galettes,2.0,0.0,874.0,11.0,6.7,17.0,2.6,2.3,9.4,0.472440944882
Sugary snacks,4.0,0.0,1340.0,11.2,2.15,46.2,20.5,1.68,7.62,0.378
Crêpes and galettes,0.0,0.0,1308.0,7.7,3.9,51.1,18.1,2.1,8.1,0.114173228346
Crêpes and galettes,0.0,0.0,1126.0,10.6,2.9,34.5,17.7,1.0,8.2,0.0866141732283
Crêpes and galettes,0.0,0.0,1207.0,11.4,3.5,37.0,24.3,1.5,8.5,0.0787401574803
Crêpes and galettes,3.0,0.0,1119.0,7.4,4.2,41.6,17.6,1.9,7.2,0.456692913386
Plant-based foods and beverages,0.0,0.0,3700.0,100.0,12.0,0.0,0.0,0.0,0.0,0.0
Plant-based foods and beverages,0.0,0.0,3700.0,100.0,15.0,0.0,0.0,0.0,0.0,0.0
Plant-based foods and beverages,0.0,0.0,3700.0,100.0,12.0,0.0,0.0,0.0,0.0,0.0
Plant-based foods and beverages,0.0,0.0,3700.0,100.0,9.0,0.0,0.0,0.0,0.0,0.0
Plant-based foods and beverages,0.0,0.0,3700.0,100.0,17.0,0.0,0.0,0.0,0.0,0.0
Plant-based foods and beverages,0.0,0.0,3700.0,100.0,21.0,0.0,0.0,0.0,0.0,0.0
Plant-based foods and beverages,0.0,0.0,3700.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
Plant-based foods and beverages,3.0,0.0,2069.0,24.0,11.0,57.0,2.2,3.1,11.0,0.8
Plant-based foods and beverages,0.0,0.0,2090.0,25.0,11.0,57.0,1.1,3.2,10.0,0.8
Plant-based foods and beverages,1.0,0.0,2069.0,24.0,11.0,57.0,1.6,3.1,11.0,1.1
Salty snacks,0.0,0.0,2030.0,24.0,3.0,52.0,1.5,5.0,13.0,0.67
Salty snacks,3.0,0.0,1950.0,22.0,2.0,62.0,6.0,2.0,4.0,1.3
Salty snacks,1.0,0.0,1950.0,21.7,1.67,62.3,6.67,2.0,4.0,1.27
Salty snacks,4.0,1.0,2510.0,47.0,9.0,23.0,4.0,4.5,20.0,0.56
Plant-based foods and beverages,5.0,1.0,1910.0,20.0,3.5,57.0,50.0,4.0,10.0,0.07
Salty snacks,0.0,0.0,2230.0,36.0,2.5,45.0,0.0,4.5,5.5,0.52
Salty snacks,0.0,0.0,2297.0,39.0,2.7,42.9,0.6,4.1,5.4,0.6
Salty snacks,0.0,0.0,2310.0,39.0,2.7,42.9,0.6,4.1,5.4,0.6
Salty snacks,5.0,0.0,2255.0,31.7,14.8,57.4,12.8,0.2,6.0,0.55
Salty snacks,5.0,0.0,2343.0,33.0,15.0,60.0,13.0,0.5,4.5,0.64
Salty snacks,0.0,0.0,2230.0,36.0,2.5,45.0,0.5,4.5,5.5,0.52
Salty snacks,0.0,0.0,1960.0,21.0,3.0,58.0,6.5,3.0,10.0,0.92
Salty snacks,0.0,0.0,1920.0,20.0,2.0,59.0,6.5,3.0,9.0,1.0
Plant-based foods and beverages,0.0,0.0,2250.0,48.0,9.0,26.0,9.0,3.0,18.0,0.4
Plant-based foods and beverages,0.0,0.0,2600.0,53.0,10.0,16.0,6.0,4.0,20.0,0.47
Salty snacks,0.0,0.0,2230.0,36.0,2.5,45.0,0.5,4.5,5.5,0.52
Meals,2.0,0.0,882.0,11.0,6.8,17.0,0.8,1.2,10.9,0.433070866142
Meals,7.0,0.0,686.0,5.3,2.5,17.6,0.5,1.6,10.8,0.433070866142
Sugary snacks,1.0,0.0,1041.0,5.5,3.4,43.0,29.8,2.5,5.1,0.0787401574803
Fresh foods,5.0,0.0,753.0,7.33,3.93,18.3,2.0,1.87,9.27,0.446
Meals,7.0,0.0,697.0,6.1,2.9,19.0,2.2,2.0,7.8,0.433070866142
Crêpes and galettes,2.0,0.0,916.0,9.1,4.9,19.3,2.7,1.0,14.4,0.393700787402
Crêpes and galettes,1.0,0.0,1256.0,9.4,6.1,47.5,28.3,1.5,5.2,0.275590551181
Sugary snacks,0.0,0.0,1686.0,15.1,10.7,60.5,31.5,1.7,5.0,0.314960629921
Sugary snacks,1.0,0.0,1751.0,16.7,11.4,60.3,35.4,1.7,5.2,0.236220472441
Crêpes and galettes,1.0,0.0,1248.0,8.9,2.5,46.2,28.8,2.2,6.8,0.157480314961
Crêpes and galettes,2.0,0.0,1040.0,2.8,1.2,50.8,29.0,1.5,5.1,0.157480314961
Crêpes and galettes,0.0,0.0,1026.0,3.3,1.5,45.5,21.7,1.5,7.0,0.196850393701
Meals,5.0,0.0,592.0,3.5,2.0,20.1,1.7,2.1,6.1,0.551181102362
Meals,3.0,0.0,681.0,5.5,3.6,18.1,0.4,1.5,9.4,0.511811023622
Meals,2.0,0.0,691.0,6.0,3.4,19.5,1.0,1.9,7.2,0.472440944882
Dairies,2.0,0.0,430.0,3.0,1.9,15.2,14.9,0.17,3.8,0.0512
Dairies,1.0,0.0,535.0,5.9,3.6,16.4,14.7,0.18,2.4,0.0511811023622
Plant-based foods and beverages,1.0,0.0,1130.0,4.6,1.4,46.0,2.5,2.4,9.3,0.4
Plant-based foods and beverages,0.0,0.0,1415.0,1.0,0.1,52.1,1.1,30.0,28.1,0.01
Meats,3.0,0.0,1804.0,42.0,17.0,0.5,0.5,0.0,14.2,1.57480314961
Sugary snacks,0.0,0.0,2402.0,43.18,25.91,31.77,23.04,11.22,8.99,0.00787401574803
Sugary snacks,0.0,0.0,2514.0,52.2,31.0,12.6,0.4,16.9,13.7,0.00393700787402
Plant-based foods and beverages,0.0,0.0,1458.0,1.7,0.36,68.2,4.0,4.8,11.7,0.00393700787402
Plant-based foods and beverages,0.0,0.0,1619.0,6.69,0.69,57.8,10.85,10.8,22.39,0.0629921259843
Plant-based foods and beverages,0.0,0.0,1393.0,1.46,0.3,64.6,1.77,11.0,12.8,0.00157480314961
Plant-based foods and beverages,0.0,0.0,1561.0,4.25,0.54,69.55,1.66,3.5,10.75,0.00393700787402
Plant-based foods and beverages,0.0,0.0,1555.0,3.48,0.578,74.8,25.2,6.9,5.9,0.116
Plant-based foods and beverages,0.0,0.0,1698.0,8.5,1.5,62.3,2.4,8.7,15.0,0.759842519685
Plant-based foods and beverages,0.0,0.0,1493.0,2.8,0.4,68.1,1.1,3.2,12.2,0.00787401574803
Plant-based foods and beverages,0.0,0.0,1527.0,1.26,0.12,76.08,0.6,1.0,10.01,0.00748031496063
Plant-based foods and beverages,0.0,0.0,1527.0,1.26,0.121,76.08,0.6,1.0,10.01,0.00748
Groceries,0.0,1.0,1183.0,20.3,10.8,21.9,10.0,2.1,2.4,0.049
Plant-based foods and beverages,0.0,0.0,1455.0,2.4,0.4,62.9,0.62,9.2,13.2,0.0137795275591
Plant-based foods and beverages,0.0,0.0,1395.0,4.1,0.4,52.3,1.9,11.9,16.9,0.0196850393701
Plant-based foods and beverages,0.0,0.0,1337.0,1.6,0.2,47.8,1.4,17.4,22.5,0.00787401574803
Plant-based foods and beverages,0.0,0.0,1415.0,5.0,0.5,58.5,0.1,6.6,14.8,0.00787401574803
Salty snacks,0.0,0.0,1597.0,67.9,0.5,10.2,1.5,7.3,12.6,1.10236220472
Salty snacks,0.0,0.0,1630.0,2.2,0.6,7.7,2.1,12.5,3.4,1.10236220472
Plant-based foods and beverages,0.0,0.0,1464.0,6.0,1.0,52.2,1.1,18.9,12.3,0.02
Plant-based foods and beverages,0.0,0.0,1838.0,17.39,9.92,55.48,12.5,10.1,10.04,0.00787401574803
